NAME,Year,Income,Population,elevation,risk_score,risk_level,Recommendation,Score,Median Elevation
Putnam,2090,132063.3351,178602.2257,16.2888,60,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,25,17.2888
Sarasota,2090,215950.7283,1057192.858,6.2888,75,High Risk,"Move to higher ground, avoid low areas and swamp areas.",29,17.2888
St. Johns,2090,375286.7835,666034.4725,5.2888,60,High Risk,"Move to higher ground, avoid low areas and swamp areas.",24,17.2888
St. Lucie,2090,171103.5615,801959.8254,7.2888,65,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,14,17.2888
Santa Rosa,2090,207279.4397,457948.179,31.2888,40,Low Risk,"Dialogue with county officials, risk is low at this time.",62,17.2888
Seminole,2090,310195.4743,1146955.573,13.2888,60,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,23,17.2888
Sumter,2090,367553.6106,316062.1921,26.2888,35,Low Risk,No action recommended at this time.,13,17.2888
Suwannee,2090,136679.8272,105898.0805,26.2888,45,Low Risk,"Dialogue with county officials, risk is low at this time.",66,17.2888
Taylor,2090,116011.0293,53092.75803,7.2888,45,Medium Risk,Avoid low elevation areas to live.,34,17.2888
Union,2090,151834.676,39332.38961,40.2888,25,Low Risk,No action recommended at this time.,17,17.2888
Volusia,2090,172770.9996,1348372.387,7.2888,75,High Risk,Avoid at all costs. Move if necessary. Sea level rise will significantly impact all areas of life.,47,17.2888
Wakulla,2090,267265.8967,82245.54423,9.2888,35,Medium Risk,Avoid low elevation areas to live.,36,17.2888
Walton,2090,528901.4589,183435.0405,30.2888,35,Low Risk,"Dialogue with county officials, risk is low at this time.",63,17.2888
Washington,2090,162756.3786,61671.9787,30.2888,40,Low Risk,"Dialogue with county officials, risk is low at this time.",54,17.2888
Alachua,2100,229968.5118,770319.1767,32.1872,55,Medium Risk,Avoid low elevation areas to live.,65,17.1872
Baker,2100,216468.109,78172.17639,39.1872,30,Low Risk,No action recommended at this time.,9,17.1872
Bay,2100,268180.4462,484695.7096,12.1872,45,Medium Risk,Avoid low elevation areas to live.,55,17.1872
Bradford,2100,274228.7616,78293.8925,44.1872,25,Low Risk,No action recommended at this time.,32,17.1872
Brevard,2100,165552.4729,1678055.85,8.1872,85,High Risk,Avoid at all costs. Move if necessary. Sea level rise will significantly impact all areas of life.,42,17.1872
Broward,2100,217107.6538,5378676.721,4.1872,80,High Risk,Avoid at all costs. Move if necessary. Sea level rise will significantly impact all areas of life.,44,17.1872
Calhoun,2100,187979.6758,37754.12659,30.1872,30,Low Risk,No action recommended at this time.,33,17.1872
Charlotte,2100,217859.6474,516870.2587,9.1872,55,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,19,17.1872
Citrus,2100,187863.6373,425572.1056,13.1872,55,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,26,17.1872
Clay,2100,211086.4424,603725.7736,28.1872,55,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,18,17.1872
Collier,2100,563245.1051,1039433.512,4.1872,60,High Risk,"Move to higher ground, avoid low areas and swamp areas.",27,17.1872
Columbia,2100,174974.8777,192803.8625,35.1872,35,Low Risk,"Dialogue with county officials, risk is low at this time.",61,17.1872
DeSoto,2100,118394.7564,93986.97282,17.1872,50,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,4,17.1872
Dixie,2100,135705.9332,46360.00934,6.1872,50,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,28,17.1872
Duval,2100,211027.9377,2754012.496,10.1872,75,High Risk,Avoid at all costs. Move if necessary. Sea level rise will significantly impact all areas of life.,53,17.1872
Escambia,2100,178736.4736,890477.881,29.1872,60,Medium Risk,Avoid low elevation areas to live.,64,17.1872
Flagler,2100,285180.6873,319167.3225,5.1872,55,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,8,17.1872
Franklin,2100,277844.8202,34442.89494,3.1872,35,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,7,17.1872
Gadsden,2100,287303.0094,121234.7855,49.1872,20,Low Risk,"Dialogue with county officials, risk is low at this time.",51,17.1872
Gilchrist,2100,179170.5371,49416.74366,18.1872,35,Low Risk,"Dialogue with county officials, risk is low at this time.",40,17.1872
Glades,2100,169545.7916,33543.85544,11.1872,45,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,1,17.1872
Gulf,2100,267433.667,39258.98041,4.1872,35,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,12,17.1872
Hamilton,2100,179114.8189,38738.92063,36.1872,25,Low Risk,"Dialogue with county officials, risk is low at this time.",38,17.1872
Hardee,2100,118522.6733,70061.45693,7.1872,55,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,5,17.1872
Hendry,2100,69997.27944,109597.0649,7.1872,55,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,2,17.1872
Hernando,2100,201633.9369,538082.0584,17.1872,65,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,20,17.1872
Highlands,2100,117746.5978,280043.8896,21.1872,60,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,30,17.1872
Hillsborough,2100,386108.886,4038103.703,19.1872,60,Medium Risk,Avoid low elevation areas to live.,59,17.1872
Holmes,2100,195770.3269,54365.61034,38.1872,25,Low Risk,"Dialogue with county officials, risk is low at this time.",50,17.1872
IndianRiver,2100,503750.3998,442017.6128,7.1872,45,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,16,17.1872
Jackson,2100,221605.758,130897.3854,43.1872,30,Low Risk,"Dialogue with county officials, risk is low at this time.",67,17.1872
Jefferson,2100,322373.1714,40138.65598,22.1872,15,Low Risk,"Dialogue with county officials, risk is low at this time.",37,17.1872
Lafayette,2100,209350.3483,22755.3814,21.1872,30,Low Risk,No action recommended at this time.,21,17.1872
Lake,2100,174849.3298,1062128.036,55.1872,55,Low Risk,"Dialogue with county officials, risk is low at this time.",49,17.1872
Lee,2100,276415.4604,2104643.179,4.1872,75,High Risk,Avoid at all costs. Move if necessary. Sea level rise will significantly impact all areas of life.,46,17.1872
Leon,2100,243967.5603,808300.1379,37.1872,45,Low Risk,"Dialogue with county officials, risk is low at this time.",56,17.1872
Levy,2100,174233.5691,118714.7086,10.1872,50,Medium Risk,Avoid low elevation areas to live.,45,17.1872
Liberty,2100,162089.1463,22058.28,26.1872,35,Low Risk,No action recommended at this time.,11,17.1872
Madison,2100,208654.4492,49704.4363,32.1872,25,Low Risk,"Dialogue with county officials, risk is low at this time.",48,17.1872
Manatee,2100,252113.6023,1105707.938,12.1872,55,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,31,17.1872
Marion,2100,190594.8983,1039865.051,23.1872,60,Medium Risk,Avoid low elevation areas to live.,57,17.1872
Martin,2100,532078.1955,438263.7771,5.1872,50,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,10,17.1872
Miami-Dade,2100,210932.5649,7473831.575,2.1872,80,High Risk,Avoid at all costs. Move if necessary. Sea level rise will significantly impact all areas of life.,39,17.1872
Monroe,2100,684582.7474,229252.3071,0.1872,50,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,6,17.1872
Nassau,2100,472126.4635,249938.5145,12.1872,40,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,22,17.1872
Okaloosa,2100,268634.1553,585531.9803,36.1872,45,Low Risk,"Dialogue with county officials, risk is low at this time.",58,17.1872
Okeechobee,2100,143103.1555,109666.2218,11.1872,55,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,3,17.1872
Orange,2100,219008.3903,3955519.317,111.1872,60,Medium Risk,Avoid low elevation areas to live.,52,17.1872
Osceola,2100,152449.8256,1075129.53,18.1872,70,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,15,17.1872
Palm Beach,2100,459237.57,4127811.248,4.1872,70,High Risk,Avoid at all costs. Move if necessary. Sea level rise will significantly impact all areas of life.,43,17.1872
Pasco,2100,236898.2167,1554345.248,17.1872,65,Medium Risk,Avoid low elevation areas to live.,41,17.1872
Pinellas,2100,240523.466,2653154.095,3.1872,75,High Risk,Avoid at all costs. Move if necessary. Sea level rise will significantly impact all areas of life.,35,17.1872
Polk,2100,164031.698,2005676.91,32.1872,75,Medium Risk,Avoid low elevation areas to live.,60,17.1872
Putnam,2100,159883.0788,202826.0782,16.1872,60,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,25,17.1872
Sarasota,2100,266617.095,1200580.119,6.1872,75,High Risk,"Move to higher ground, avoid low areas and swamp areas.",29,17.1872
St. Johns,2100,484633.6529,756368.8499,5.1872,60,High Risk,"Move to higher ground, avoid low areas and swamp areas.",24,17.1872
St. Lucie,2100,206944.1715,910729.7832,7.1872,65,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,14,17.1872
Santa Rosa,2100,250451.8488,520059.7743,31.1872,40,Low Risk,"Dialogue with county officials, risk is low at this time.",62,17.1872
Seminole,2100,393219.4791,1302517.367,13.1872,60,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,23,17.1872
Sumter,2100,499262.0573,358929.765,26.1872,35,Low Risk,No action recommended at this time.,13,17.1872
Suwannee,2100,165147.6647,120261.0565,26.1872,45,Low Risk,"Dialogue with county officials, risk is low at this time.",66,17.1872
Taylor,2100,136369.9043,60293.73851,7.1872,45,Medium Risk,Avoid low elevation areas to live.,34,17.1872
Union,2100,182560.8653,44667.0488,40.1872,25,Low Risk,No action recommended at this time.,17,17.1872
Volusia,2100,209782.431,1531252.381,7.1872,75,High Risk,Avoid at all costs. Move if necessary. Sea level rise will significantly impact all areas of life.,47,17.1872
Wakulla,2100,336490.8717,93400.52244,9.1872,35,Medium Risk,Avoid low elevation areas to live.,36,17.1872
Walton,2100,746788.8944,208314.3686,30.1872,35,Low Risk,"Dialogue with county officials, risk is low at this time.",63,17.1872
Washington,2100,201730.6798,70036.56045,30.1872,40,Low Risk,"Dialogue with county officials, risk is low at this time.",54,17.1872
Alachua,2110,285596.1617,874797.7075,32.0856,55,Medium Risk,Avoid low elevation areas to live.,65,17.0856
Baker,2110,261811.1107,88774.68297,39.0856,30,Low Risk,No action recommended at this time.,9,17.0856
Bay,2110,332725.5047,550435.0773,12.0856,45,Medium Risk,Avoid low elevation areas to live.,55,17.0856
Bradford,2110,347626.2542,88912.90746,44.0856,25,Low Risk,No action recommended at this time.,32,17.0856
Brevard,2110,192509.3215,1905650.872,8.0856,85,High Risk,Avoid at all costs. Move if necessary. Sea level rise will significantly impact all areas of life.,42,17.0856
Broward,2110,259764.3262,6108187.629,4.0856,80,High Risk,Avoid at all costs. Move if necessary. Sea level rise will significantly impact all areas of life.,44,17.0856
Calhoun,2110,234824.8551,42874.72569,30.0856,30,Low Risk,No action recommended at this time.,33,17.0856
Charlotte,2110,265309.4469,586973.4664,9.0856,55,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,19,17.0856
Citrus,2110,229454.1509,483292.5281,13.0856,55,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,26,17.0856
Clay,2110,246426.417,685609.2107,28.0856,60,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,18,17.0856
Collier,2110,748181.5286,1180412.07,4.0856,60,High Risk,"Move to higher ground, avoid low areas and swamp areas.",27,17.0856
Columbia,2110,211626.4021,218953.8856,35.0856,35,Low Risk,"Dialogue with county officials, risk is low at this time.",61,17.0856
DeSoto,2110,137401.9483,106734.4431,17.0856,50,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,4,17.0856
Dixie,2110,162369.0353,52647.82589,6.0856,50,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,28,17.0856
Duval,2110,252986.5266,3127539.715,10.0856,75,High Risk,Avoid at all costs. Move if necessary. Sea level rise will significantly impact all areas of life.,53,17.0856
Escambia,2110,213224.768,1011253.559,29.0856,60,Medium Risk,Avoid low elevation areas to live.,64,17.0856
Flagler,2110,356248.6918,362456.0448,5.0856,55,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,8,17.0856
Franklin,2110,358101.2688,39114.39108,3.0856,35,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,7,17.0856
Gadsden,2110,372826.3583,137677.8816,49.0856,20,Low Risk,"Dialogue with county officials, risk is low at this time.",51,17.0856
Gilchrist,2110,218193.854,56119.14564,18.0856,35,Low Risk,"Dialogue with county officials, risk is low at this time.",40,17.0856
Glades,2110,203456.1962,38093.41469,11.0856,45,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,1,17.0856
Gulf,2110,340006.9594,44583.6831,4.0856,35,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,12,17.0856
Hamilton,2110,217698.6376,43993.08752,36.0856,25,Low Risk,"Dialogue with county officials, risk is low at this time.",38,17.0856
Hardee,2110,136874.3129,79563.90515,7.0856,55,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,5,17.0856
Hendry,2110,75727.84755,124461.7348,7.0856,55,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,2,17.0856
Hernando,2110,245309.1266,611062.2265,17.0856,65,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,20,17.0856
Highlands,2110,137054.1622,318026.2936,21.0856,60,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,30,17.0856
Hillsborough,2110,499095.2131,4585792.447,19.0856,60,Medium Risk,Avoid low elevation areas to live.,59,17.0856
Holmes,2110,245275.4378,61739.22801,38.0856,25,Low Risk,"Dialogue with county officials, risk is low at this time.",50,17.0856
IndianRiver,2110,676998.4134,501968.5425,7.0856,45,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,16,17.0856
Jackson,2110,276019.5266,148651.0217,43.0856,30,Low Risk,"Dialogue with county officials, risk is low at this time.",67,17.0856
Jefferson,2110,416708.6345,45582.66923,22.0856,15,Low Risk,"Dialogue with county officials, risk is low at this time.",37,17.0856
Lafayette,2110,252705.985,25841.69794,21.0856,30,Low Risk,No action recommended at this time.,21,17.0856
Lake,2110,206344.1722,1206184.655,55.0856,55,Low Risk,"Dialogue with county officials, risk is low at this time.",49,17.0856
Lee,2110,342271.8425,2390096.318,4.0856,75,High Risk,Avoid at all costs. Move if necessary. Sea level rise will significantly impact all areas of life.,46,17.0856
Leon,2110,301797.6077,917930.0334,37.0856,45,Low Risk,"Dialogue with county officials, risk is low at this time.",56,17.0856
Levy,2110,212389.7485,134816.0062,10.0856,50,Medium Risk,Avoid low elevation areas to live.,45,17.0856
Liberty,2110,192606.6456,25050.04855,26.0856,35,Low Risk,No action recommended at this time.,11,17.0856
Madison,2110,258619.6881,56445.85808,32.0856,25,Low Risk,"Dialogue with county officials, risk is low at this time.",48,17.0856
Manatee,2110,310351.3927,1255675.308,12.0856,55,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,31,17.0856
Marion,2110,231424.6095,1180902.138,23.0856,60,Medium Risk,Avoid low elevation areas to live.,57,17.0856
Martin,2110,709534.0428,497705.5733,5.0856,50,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,10,17.0856
Miami-Dade,2110,256873.6468,8487508.718,2.0856,80,High Risk,Avoid at all costs. Move if necessary. Sea level rise will significantly impact all areas of life.,39,17.0856
Monroe,2110,940773.8202,260345.8394,0.0856,50,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,6,17.0856
Nassau,2110,612667.4078,283837.7209,12.0856,40,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,22,17.0856
Okaloosa,2110,328106.1886,664947.7899,36.0856,45,Low Risk,"Dialogue with county officials, risk is low at this time.",58,17.0856
Okeechobee,2110,168713.6666,124540.2715,11.0856,55,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,3,17.0856
Orange,2110,263328.2613,4492007.126,111.0856,60,Medium Risk,Avoid low elevation areas to live.,52,17.0856
Osceola,2110,176924.2464,1220949.545,18.0856,70,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,15,17.0856
Palm Beach,2110,601187.9835,4687667.042,4.0856,70,High Risk,Avoid at all costs. Move if necessary. Sea level rise will significantly impact all areas of life.,43,17.0856
Pasco,2110,292193.0305,1765161.378,17.0856,65,Medium Risk,Avoid low elevation areas to live.,41,17.0856
Pinellas,2110,296374.0776,3013001.87,3.0856,75,High Risk,Avoid at all costs. Move if necessary. Sea level rise will significantly impact all areas of life.,35,17.0856
Polk,2110,193387.6938,2277707.236,32.0856,75,Medium Risk,Avoid low elevation areas to live.,60,17.0856
Putnam,2110,193563.1784,230335.4163,16.0856,60,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,25,17.0856
Sarasota,2110,329170.8062,1363415.02,6.0856,75,High Risk,"Move to higher ground, avoid low areas and swamp areas.",29,17.0856
St. Johns,2110,625840.7914,858955.2953,5.0856,60,High Risk,"Move to higher ground, avoid low areas and swamp areas.",24,17.0856
St. Lucie,2110,250292.2193,1034252.23,7.0856,65,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,14,17.0856
Santa Rosa,2110,302616.2588,590595.5766,31.0856,40,Low Risk,"Dialogue with county officials, risk is low at this time.",62,17.0856
Seminole,2110,498464.9087,1479178.036,13.0856,60,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,23,17.0856
Sumter,2110,678166.6527,407611.4747,26.0856,35,Low Risk,No action recommended at this time.,13,17.0856
Suwannee,2110,199544.8174,136572.0856,26.0856,45,Low Risk,"Dialogue with county officials, risk is low at this time.",66,17.0856
Taylor,2110,160301.5758,68471.38929,7.0856,45,Medium Risk,Avoid low elevation areas to live.,34,17.0856
Union,2110,219504.9933,50725.2488,40.0856,25,Low Risk,No action recommended at this time.,17,17.0856
Volusia,2110,254722.543,1738936.421,7.0856,75,High Risk,Avoid at all costs. Move if necessary. Sea level rise will significantly impact all areas of life.,47,17.0856
Wakulla,2110,423645.9203,106068.4524,9.0856,35,Medium Risk,Avoid low elevation areas to live.,36,17.0856
Walton,2110,1054437.728,236568.0845,30.0856,35,Low Risk,"Dialogue with county officials, risk is low at this time.",63,17.0856
Washington,2110,250037.9248,79535.63195,30.0856,35,Low Risk,"Dialogue with county officials, risk is low at this time.",54,17.0856
Alachua,2120,354679.7208,993446.6806,31.984,55,Medium Risk,Avoid low elevation areas to live.,65,16.984
Baker,2120,316651.991,100815.2095,38.984,30,Low Risk,No action recommended at this time.,9,16.984
Bay,2120,412805.1207,625090.6876,11.984,45,Medium Risk,Avoid low elevation areas to live.,55,16.984
Bradford,2120,440668.6298,100972.1814,43.984,25,Low Risk,No action recommended at this time.,32,16.984
Brevard,2120,223855.5438,2164114.648,7.984,85,High Risk,Avoid at all costs. Move if necessary. Sea level rise will significantly impact all areas of life.,42,16.984
Broward,2120,310802.056,6936642.234,3.984,80,High Risk,Avoid at all costs. Move if necessary. Sea level rise will significantly impact all areas of life.,44,16.984
Calhoun,2120,293344.0136,48689.83257,29.984,30,Low Risk,No action recommended at this time.,33,16.984
Charlotte,2120,323093.8058,666584.7851,8.984,55,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,19,16.984
Citrus,2120,280252.2516,548841.5821,12.984,55,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,26,16.984
Clay,2120,287682.9904,778598.5133,27.984,60,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,18,16.984
Collier,2120,993840.15,1340511.574,3.984,60,High Risk,"Move to higher ground, avoid low areas and swamp areas.",27,16.984
Columbia,2120,255955.2243,248650.6412,34.984,35,Low Risk,"Dialogue with county officials, risk is low at this time.",61,16.984
DeSoto,2120,159460.5704,121210.8552,16.984,50,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,4,16.984
Dixie,2120,194270.8251,59788.46015,5.984,50,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,28,16.984
Duval,2120,303287.7227,3551728.498,9.984,75,High Risk,Avoid at all costs. Move if necessary. Sea level rise will significantly impact all areas of life.,53,16.984
Escambia,2120,254367.7895,1148410.064,28.984,60,Medium Risk,Avoid low elevation areas to live.,64,16.984
Flagler,2120,445027.0865,411616.0245,4.984,55,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,8,16.984
Franklin,2120,461540.0736,44419.4831,2.984,35,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,7,16.984
Gadsden,2120,483807.9967,156351.1578,48.984,20,Low Risk,"Dialogue with county officials, risk is low at this time.",51,16.984
Gilchrist,2120,265716.4437,63730.59562,17.984,35,Low Risk,"Dialogue with county officials, risk is low at this time.",40,16.984
Glades,2120,244148.9311,43260.03149,10.984,40,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,1,16.984
Gulf,2120,432274.4169,50630.57619,3.984,35,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,12,16.984
Hamilton,2120,264593.9467,49959.87803,35.984,25,Low Risk,"Dialogue with county officials, risk is low at this time.",38,16.984
Hardee,2120,158067.4568,90355.17215,6.984,55,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,5,16.984
Hendry,2120,81927.56832,141342.5027,6.984,55,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,2,16.984
Hernando,2120,298444.6393,693940.708,16.984,65,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,20,16.984
Highlands,2120,159527.6953,361160.2579,20.984,60,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,30,16.984
Hillsborough,2120,645144.5194,5207764.315,18.984,60,Medium Risk,Avoid low elevation areas to live.,59,16.984
Holmes,2120,307299.075,70112.9308,37.984,20,Low Risk,"Dialogue with county officials, risk is low at this time.",50,16.984
IndianRiver,2120,909829.2566,570050.6277,6.984,45,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,16,16.984
Jackson,2120,343794.2216,168812.587,42.984,30,Low Risk,"Dialogue with county officials, risk is low at this time.",67,16.984
Jefferson,2120,538649.3092,51765.055,21.984,15,Low Risk,"Dialogue with county officials, risk is low at this time.",37,16.984
Lafayette,2120,305040.4043,29346.61216,20.984,30,Low Risk,No action recommended at this time.,21,16.984
Lake,2120,243512.0423,1369779.701,54.984,60,Medium Risk,Avoid low elevation areas to live.,49,16.984
Lee,2120,423818.6027,2714265.519,3.984,75,High Risk,Avoid at all costs. Move if necessary. Sea level rise will significantly impact all areas of life.,46,16.984
Leon,2120,373335.6841,1042429.052,36.984,45,Low Risk,"Dialogue with county officials, risk is low at this time.",56,16.984
Levy,2120,258901.9183,153101.1258,9.984,50,Medium Risk,Avoid low elevation areas to live.,45,16.984
Liberty,2120,228869.8583,28447.59122,25.984,35,Low Risk,No action recommended at this time.,11,16.984
Madison,2120,320549.8053,64101.62014,31.984,25,Low Risk,"Dialogue with county officials, risk is low at this time.",48,16.984
Manatee,2120,382042.0084,1425982.78,11.984,55,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,31,16.984
Marion,2120,281000.9626,1341068.111,22.984,60,Medium Risk,Avoid low elevation areas to live.,57,16.984
Martin,2120,946174.0063,565209.4713,4.984,50,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,10,16.984
Miami-Dade,2120,312820.6897,9638671.078,1.984,80,High Risk,Avoid at all costs. Move if necessary. Sea level rise will significantly impact all areas of life.,39,16.984
Monroe,2120,1292839.155,295656.5932,-0.016,50,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,6,16.984
Nassau,2120,795044.086,322334.6829,11.984,40,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,22,16.984
Okaloosa,2120,400744.5399,755134.7802,35.984,45,Low Risk,"Dialogue with county officials, risk is low at this time.",58,16.984
Okeechobee,2120,198907.5727,141431.6913,10.984,55,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,3,16.984
Orange,2120,316616.9712,5101258.874,110.984,60,Medium Risk,Avoid low elevation areas to live.,52,16.984
Osceola,2120,205327.8109,1386547.155,17.984,70,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,15,16.984
Palm Beach,2120,787015.2948,5323456.181,3.984,70,High Risk,Avoid at all costs. Move if necessary. Sea level rise will significantly impact all areas of life.,43,16.984
Pasco,2120,360394.3005,2004570.539,16.984,65,Medium Risk,Avoid low elevation areas to live.,41,16.984
Pinellas,2120,365193.4481,3421655.865,2.984,75,High Risk,Avoid at all costs. Move if necessary. Sea level rise will significantly impact all areas of life.,35,16.984
Polk,2120,227997.3966,2586633.085,31.984,75,Medium Risk,Avoid low elevation areas to live.,60,16.984
Putnam,2120,234338.1445,261575.851,15.984,60,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,25,16.984
Sarasota,2120,406400.8712,1548335.249,5.984,75,High Risk,"Move to higher ground, avoid low areas and swamp areas.",29,16.984
St. Johns,2120,808191.2879,975455.5591,4.984,60,High Risk,"Move to higher ground, avoid low areas and swamp areas.",24,16.984
St. Lucie,2120,302720.2679,1174528.049,6.984,70,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,14,16.984
Santa Rosa,2120,365645.5344,670698.1626,30.984,40,Low Risk,"Dialogue with county officials, risk is low at this time.",62,16.984
Seminole,2120,631879.3407,1679799.224,12.984,60,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,23,16.984
Sumter,2120,921179.5732,462895.8936,25.984,35,Low Risk,No action recommended at this time.,13,16.984
Suwannee,2120,241106.2502,155095.3826,25.984,45,Low Risk,"Dialogue with county officials, risk is low at this time.",66,16.984
Taylor,2120,188433.0368,77758.17634,6.984,45,Medium Risk,Avoid low elevation areas to live.,34,16.984
Union,2120,263925.3599,57605.12357,39.984,25,Low Risk,No action recommended at this time.,17,16.984
Volusia,2120,309289.8371,1974788.686,6.984,75,High Risk,Avoid at all costs. Move if necessary. Sea level rise will significantly impact all areas of life.,47,16.984
Wakulla,2120,533375.1399,120454.536,8.984,35,Medium Risk,Avoid low elevation areas to live.,36,16.984
Walton,2120,1488826.268,268653.8571,29.984,35,Low Risk,"Dialogue with county officials, risk is low at this time.",63,16.984
Washington,2120,309913.0182,90323.06426,29.984,35,Low Risk,"Dialogue with county officials, risk is low at this time.",54,16.984
Alachua,2130,440474.0721,1128188.036,31.8824,55,Medium Risk,Avoid low elevation areas to live.,65,16.8824
Baker,2130,382980.2453,114488.7948,38.8824,30,Low Risk,No action recommended at this time.,9,16.8824
Bay,2130,512158.1162,709871.8518,11.8824,45,Medium Risk,Avoid low elevation areas to live.,55,16.8824
Bradford,2130,558613.8531,114667.0568,43.8824,25,Low Risk,No action recommended at this time.,32,16.8824
Brevard,2130,260305.86,2457633.914,7.8824,85,High Risk,Avoid at all costs. Move if necessary. Sea level rise will significantly impact all areas of life.,42,16.8824
Broward,2130,371867.5286,7877460.289,3.8824,80,High Risk,Avoid at all costs. Move if necessary. Sea level rise will significantly impact all areas of life.,44,16.8824
Calhoun,2130,366446.3469,55293.64347,29.8824,25,Low Risk,No action recommended at this time.,33,16.8824
Charlotte,2130,393463.5897,756993.8014,8.8824,55,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,19,16.8824
Citrus,2130,342296.3771,623281.0662,12.8824,55,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,26,16.8824
Clay,2130,335846.7164,884199.9721,27.8824,60,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,18,16.8824
Collier,2130,1320158.552,1522325.405,3.8824,60,High Risk,"Move to higher ground, avoid low areas and swamp areas.",27,16.8824
Columbia,2130,309569.4876,282375.1731,34.8824,35,Low Risk,"Dialogue with county officials, risk is low at this time.",61,16.8824
DeSoto,2130,185060.502,137650.7056,16.8824,50,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,4,16.8824
Dixie,2130,232440.5847,67897.57993,5.8824,50,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,28,16.8824
Duval,2130,363590.2827,4033450.084,9.8824,80,High Risk,Avoid at all costs. Move if necessary. Sea level rise will significantly impact all areas of life.,53,16.8824
